MTU,Out Area,In Area,Physical Flow (MW)
05/02/2022,LV,EE,0.0
05/02/2022,LV,LT,0.0
05/02/2023,EE,LV,6666.7
05/02/2023,LT,LV,0.0
05/02/2023,LV,EE,0.0
05/02/2023,LV,LT,14635.5
05/02/2024,EE,LV,0.0
05/02/2024,LT,LV,8306.0
05/02/2024,LV,EE,7719.7
05/02/2024,LV,LT,0.0
05/03/2021,EE,LV,4998.15
05/03/2021,LT,LV,0.0
05/03/2021,LV,EE,31.95
05/03/2021,LV,LT,9252.5
05/03/2022,EE,LV,12745.2
05/03/2022,LT,LV,0.0
05/03/2022,LV,EE,0.0
05/03/2022,LV,LT,13566.0
05/03/2023,EE,LV,2202.95
05/03/2023,LT,LV,30.5
05/03/2023,LV,EE,86.69999999999999
05/03/2023,LV,LT,8809.5
05/03/2024,EE,LV,0.0
05/03/2024,LT,LV,792.0
05/03/2024,LV,EE,13840.05
05/03/2024,LV,LT,1693.5
05/04/2021,EE,LV,400.55
05/04/2021,LT,LV,2537.5
05/04/2021,LV,EE,2827.15
05/04/2021,LV,LT,2707.0
05/04/2022,EE,LV,8519.25
05/04/2022,LT,LV,0.0
05/04/2022,LV,EE,0.0
05/04/2022,LV,LT,9509.0
05/04/2023,EE,LV,2850.25
05/04/2023,LT,LV,0.0
05/04/2023,LV,EE,0.0
05/04/2023,LV,LT,20638.0
05/04/2024,EE,LV,0.0
05/04/2024,LT,LV,1228.0
05/04/2024,LV,EE,5971.05
05/04/2024,LV,LT,1324.0
05/05/2021,EE,LV,4347.2
05/05/2021,LT,LV,228.0
05/05/2021,LV,EE,0.0
05/05/2021,LV,LT,2039.5
05/05/2022,EE,LV,11961.95
05/05/2022,LT,LV,0.0
05/05/2022,LV,EE,0.0
05/05/2022,LV,LT,11140.5
05/05/2023,EE,LV,7153.8
05/05/2023,LT,LV,0.0
05/05/2023,LV,EE,0.0
05/05/2023,LV,LT,7911.0
05/05/2024,EE,LV,496.9
05/05/2024,LT,LV,369.0
05/05/2024,LV,EE,1747.8
05/05/2024,LV,LT,5687.0
05/06/2021,EE,LV,14561.05
05/06/2021,LT,LV,0.0
05/06/2021,LV,EE,0.0
05/06/2021,LV,LT,9885.5
05/06/2022,EE,LV,15906.25
05/06/2022,LT,LV,0.0
05/06/2022,LV,EE,0.0
05/06/2022,LV,LT,13252.5
05/06/2023,EE,LV,4832.15
05/06/2023,LT,LV,4989.0
05/06/2023,LV,EE,75.6
05/06/2023,LV,LT,944.5
05/06/2024,EE,LV,2142.0
05/06/2024,LT,LV,7150.0
05/06/2024,LV,EE,111.85
05/06/2024,LV,LT,0.0
05/07/2021,EE,LV,6539.7
05/07/2021,LT,LV,3879.5
05/07/2021,LV,EE,0.0
05/07/2021,LV,LT,989.5
05/07/2022,EE,LV,12442.3
05/07/2022,LT,LV,90.5
05/07/2022,LV,EE,0.0
05/07/2022,LV,LT,6500.5
05/07/2023,EE,LV,12966.9
05/07/2023,LT,LV,0.0
05/07/2023,LV,EE,0.0
05/07/2023,LV,LT,4185.5
05/07/2024,EE,LV,2749.9
05/07/2024,LT,LV,5068.0
05/07/2024,LV,EE,19.7
05/07/2024,LV,LT,93.0
05/08/2021,EE,LV,15441.7
05/08/2021,LT,LV,0.0
05/08/2021,LV,EE,0.0
05/08/2021,LV,LT,7096.0
05/08/2022,EE,LV,12945.7
05/08/2022,LT,LV,0.0
05/08/2022,LV,EE,0.0
05/08/2022,LV,LT,4684.0
05/08/2023,EE,LV,12471.2
05/08/2023,LT,LV,0.0
05/08/2023,LV,EE,0.0
05/08/2023,LV,LT,6533.0
05/08/2024,EE,LV,4029.4
05/08/2024,LT,LV,3432.0
05/08/2024,LV,EE,0.0
05/08/2024,LV,LT,341.5
05/09/2021,EE,LV,16677.55
05/09/2021,LT,LV,0.0
05/09/2021,LV,EE,0.0
05/09/2021,LV,LT,6425.5
05/09/2022,EE,LV,13696.0
05/09/2022,LT,LV,0.0
05/09/2022,LV,EE,0.0
05/09/2022,LV,LT,9115.5
05/09/2023,EE,LV,10084.25
05/09/2023,LT,LV,0.0
05/09/2023,LV,EE,0.0
05/09/2023,LV,LT,6856.5
05/09/2024,EE,LV,3656.35
05/09/2024,LT,LV,4661.0
05/09/2024,LV,EE,1112.6
05/09/2024,LV,LT,411.5
05/10/2021,EE,LV,13294.95
05/10/2021,LT,LV,587.5
05/10/2021,LV,EE,0.0
05/10/2021,LV,LT,6217.5
05/10/2022,EE,LV,17468.95
05/10/2022,LT,LV,0.0
05/10/2022,LV,EE,0.0
05/10/2022,LV,LT,8688.0
05/10/2023,EE,LV,5257.15
05/10/2023,LT,LV,7421.0
05/10/2023,LV,EE,0.0
05/10/2023,LV,LT,0.0
05/10/2024,EE,LV,5542.1
05/10/2024,LT,LV,1513.0
05/10/2024,LV,EE,164.85000000000002
05/10/2024,LV,LT,3621.5
05/11/2021,EE,LV,2234.1
05/11/2021,LT,LV,10932.0
05/11/2021,LV,EE,18.1
05/11/2021,LV,LT,0.0
05/11/2022,EE,LV,12490.3
05/11/2022,LT,LV,0.0
05/11/2022,LV,EE,0.0
05/11/2022,LV,LT,5081.0
05/11/2023,EE,LV,7394.4
05/11/2023,LT,LV,875.5
05/11/2023,LV,EE,0.0
05/11/2023,LV,LT,1564.5
05/11/2024,EE,LV,10341.0
05/11/2024,LT,LV,632.5
05/11/2024,LV,EE,0.0
05/11/2024,LV,LT,3339.0
05/12/2021,EE,LV,1558.9
05/12/2021,LT,LV,1067.5
05/12/2021,LV,EE,887.3
05/12/2021,LV,LT,2903.0
05/12/2022,EE,LV,4812.2
05/12/2022,LT,LV,130.5
05/12/2022,LV,EE,0.0
05/12/2022,LV,LT,7467.0
05/12/2023,EE,LV,2420.35
05/12/2023,LT,LV,2027.0
05/12/2023,LV,EE,137.35
05/12/2023,LV,LT,284.5
05/12/2024,EE,LV,8280.25
05/12/2024,LT,LV,12.75
05/12/2024,LV,EE,0.0
05/12/2024,LV,LT,5830.43
06/01/2021,EE,LV,6315.2
06/01/2021,LT,LV,640.5
06/01/2021,LV,EE,0.0
06/01/2021,LV,LT,2969.0
06/01/2022,EE,LV,7520.05
06/01/2022,LT,LV,442.5
06/01/2022,LV,EE,0.0
06/01/2022,LV,LT,7809.5
06/01/2023,EE,LV,1273.65
06/01/2023,LT,LV,0.0
06/01/2023,LV,EE,728.1
06/01/2023,LV,LT,18865.5
06/01/2024,EE,LV,0.0
06/01/2024,LT,LV,12721.0
06/01/2024,LV,EE,15566.4
06/01/2024,LV,LT,0.0
06/02/2021,EE,LV,7080.65
06/02/2021,LT,LV,0.0
06/02/2021,LV,EE,0.0
06/02/2021,LV,LT,9021.0
06/02/2022,EE,LV,4381.9
06/02/2022,LT,LV,8914.5
06/02/2022,LV,EE,0.0
06/02/2022,LV,LT,0.0
06/02/2023,EE,LV,3638.75
06/02/2023,LT,LV,0.0
06/02/2023,LV,EE,697.0500000000001
06/02/2023,LV,LT,14253.5
06/02/2024,EE,LV,0.0
06/02/2024,LT,LV,8944.0
06/02/2024,LV,EE,14474.7
06/02/2024,LV,LT,0.0
06/03/2021,EE,LV,9269.25
06/03/2021,LT,LV,0.0
06/03/2021,LV,EE,0.0
06/03/2021,LV,LT,11283.0
06/03/2022,EE,LV,11902.85
06/03/2022,LT,LV,0.0
06/03/2022,LV,EE,0.0
06/03/2022,LV,LT,12220.0
06/03/2023,EE,LV,2324.75
06/03/2023,LT,LV,0.0
06/03/2023,LV,EE,1162.95
06/03/2023,LV,LT,9665.0
06/03/2024,EE,LV,0.0
06/03/2024,LT,LV,536.0
06/03/2024,LV,EE,12946.35
06/03/2024,LV,LT,3818.5
06/04/2021,EE,LV,2367.55
06/04/2021,LT,LV,0.0
06/04/2021,LV,EE,75.44999999999999
06/04/2021,LV,LT,8240.0
06/04/2022,EE,LV,10293.65
06/04/2022,LT,LV,37.5
06/04/2022,LV,EE,0.0
06/04/2022,LV,LT,9565.0
06/04/2023,EE,LV,3375.75
06/04/2023,LT,LV,0.0
06/04/2023,LV,EE,0.0
06/04/2023,LV,LT,21493.5
06/04/2024,EE,LV,0.0
06/04/2024,LT,LV,942.5
06/04/2024,LV,EE,8429.55
06/04/2024,LV,LT,3326.0
06/05/2021,EE,LV,3878.75
06/05/2021,LT,LV,611.5
06/05/2021,LV,EE,0.0
06/05/2021,LV,LT,3154.0
06/05/2022,EE,LV,10465.15
06/05/2022,LT,LV,0.0
06/05/2022,LV,EE,0.0
06/05/2022,LV,LT,9613.0
06/05/2023,EE,LV,6547.8
06/05/2023,LT,LV,0.0
06/05/2023,LV,EE,0.0
06/05/2023,LV,LT,5631.0
06/05/2024,EE,LV,2478.2
06/05/2024,LT,LV,0.0
06/05/2024,LV,EE,430.65
06/05/2024,LV,LT,9900.0
06/06/2021,EE,LV,12196.35
06/06/2021,LT,LV,0.0
06/06/2021,LV,EE,0.0
06/06/2021,LV,LT,9981.5
06/06/2022,EE,LV,14211.55
06/06/2022,LT,LV,0.0
06/06/2022,LV,EE,0.0
06/06/2022,LV,LT,8650.0
06/06/2023,EE,LV,2453.75
06/06/2023,LT,LV,7557.5
06/06/2023,LV,EE,0.0
06/06/2023,LV,LT,12.0
06/06/2024,EE,LV,645.55
06/06/2024,LT,LV,9027.5
06/06/2024,LV,EE,382.3
06/06/2024,LV,LT,0.0
06/07/2021,EE,LV,9384.2
06/07/2021,LT,LV,4208.0
06/07/2021,LV,EE,0.0
06/07/2021,LV,LT,593.5
06/07/2022,EE,LV,13462.7
06/07/2022,LT,LV,0.0
06/07/2022,LV,EE,0.0
06/07/2022,LV,LT,7134.5
06/07/2023,EE,LV,12443.8
06/07/2023,LT,LV,443.5
06/07/2023,LV,EE,0.0
06/07/2023,LV,LT,2633.5
06/07/2024,EE,LV,4080.95
06/07/2024,LT,LV,2326.0
06/07/2024,LV,EE,43.8
06/07/2024,LV,LT,224.5
06/08/2021,EE,LV,13339.4
06/08/2021,LT,LV,1455.0
06/08/2021,LV,EE,0.0
06/08/2021,LV,LT,3671.0
06/08/2022,EE,LV,14079.85
06/08/2022,LT,LV,0.0
06/08/2022,LV,EE,0.0
06/08/2022,LV,LT,6833.5
06/08/2023,EE,LV,12188.2
06/08/2023,LT,LV,0.0
06/08/2023,LV,EE,0.0
06/08/2023,LV,LT,5617.5
06/08/2024,EE,LV,5078.0
06/08/2024,LT,LV,1678.0
06/08/2024,LV,EE,0.0
06/08/2024,LV,LT,617.0
06/09/2021,EE,LV,15216.85
06/09/2021,LT,LV,0.0
06/09/2021,LV,EE,0.0
06/09/2021,LV,LT,8407.5
06/09/2022,EE,LV,16644.3
06/09/2022,LT,LV,0.0
06/09/2022,LV,EE,0.0
06/09/2022,LV,LT,10866.5
06/09/2023,EE,LV,11295.6
06/09/2023,LT,LV,0.0
06/09/2023,LV,EE,0.0
06/09/2023,LV,LT,8283.5
06/09/2024,EE,LV,7056.55
06/09/2024,LT,LV,1859.5
06/09/2024,LV,EE,235.9
06/09/2024,LV,LT,2526.0
06/10/2021,EE,LV,13422.25
06/10/2021,LT,LV,135.5
06/10/2021,LV,EE,0.0
06/10/2021,LV,LT,6724.5
06/10/2022,EE,LV,16305.45
06/10/2022,LT,LV,0.0
06/10/2022,LV,EE,0.0
06/10/2022,LV,LT,8696.0
06/10/2023,EE,LV,8783.2
06/10/2023,LT,LV,1821.0
06/10/2023,LV,EE,0.0
06/10/2023,LV,LT,439.0
06/10/2024,EE,LV,8576.55
06/10/2024,LT,LV,986.0
06/10/2024,LV,EE,57.8
06/10/2024,LV,LT,3299.5
06/11/2021,EE,LV,1586.65
06/11/2021,LT,LV,11136.0
06/11/2021,LV,EE,98.85
06/11/2021,LV,LT,0.0
06/11/2022,EE,LV,12688.3
06/11/2022,LT,LV,135.0
06/11/2022,LV,EE,0.0
06/11/2022,LV,LT,5715.0
06/11/2023,EE,LV,6961.1
06/11/2023,LT,LV,709.5
06/11/2023,LV,EE,0.0
06/11/2023,LV,LT,982.5
06/11/2024,EE,LV,10244.5
06/11/2024,LT,LV,631.5
06/11/2024,LV,EE,0.0
06/11/2024,LV,LT,2129.5
06/12/2021,EE,LV,34.75
06/12/2021,LT,LV,3749.5
06/12/2021,LV,EE,1682.3
06/12/2021,LV,LT,263.0
06/12/2022,EE,LV,7314.75
06/12/2022,LT,LV,0.0
06/12/2022,LV,EE,0.0
06/12/2022,LV,LT,8975.5
06/12/2023,EE,LV,6027.85
06/12/2023,LT,LV,76.5
06/12/2023,LV,EE,0.0
06/12/2023,LV,LT,2743.0
06/12/2024,EE,LV,9756.55
06/12/2024,LT,LV,1082.41
06/12/2024,LV,EE,0.0
06/12/2024,LV,LT,1159.04
07/01/2021,EE,LV,2259.6
07/01/2021,LT,LV,41.5
07/01/2021,LV,EE,248.5
07/01/2021,LV,LT,6688.5
07/01/2022,EE,LV,3755.1
07/01/2022,LT,LV,894.0
07/01/2022,LV,EE,1237.1
07/01/2022,LV,LT,2652.0
07/01/2023,EE,LV,5598.65
07/01/2023,LT,LV,0.0
07/01/2023,LV,EE,0.0
07/01/2023,LV,LT,15176.0
07/01/2024,EE,LV,733.05
07/01/2024,LT,LV,6193.5
07/01/2024,LV,EE,3684.6
07/01/2024,LV,LT,0.0
07/02/2021,EE,LV,7598.65
07/02/2021,LT,LV,0.0
07/02/2021,LV,EE,0.0
07/02/2021,LV,LT,8252.5
07/02/2022,EE,LV,1829.3
07/02/2022,LT,LV,9293.5
07/02/2022,LV,EE,166.25
07/02/2022,LV,LT,0.0
07/02/2023,EE,LV,4886.6
07/02/2023,LT,LV,0.0
07/02/2023,LV,EE,0.0
07/02/2023,LV,LT,13320.5
07/02/2024,EE,LV,0.0
07/02/2024,LT,LV,12397.5
07/02/2024,LV,EE,16135.6
07/02/2024,LV,LT,0.0
07/03/2021,EE,LV,7454.35
07/03/2021,LT,LV,0.0
07/03/2021,LV,EE,0.0
07/03/2021,LV,LT,10453.0
07/03/2022,EE,LV,10899.2
07/03/2022,LT,LV,68.0
07/03/2022,LV,EE,0.0
07/03/2022,LV,LT,9433.5
07/03/2023,EE,LV,723.75
07/03/2023,LT,LV,2444.0
07/03/2023,LV,EE,2773.95
07/03/2023,LV,LT,1438.5
07/03/2024,EE,LV,0.0
07/03/2024,LT,LV,721.5
07/03/2024,LV,EE,13468.5
07/03/2024,LV,LT,2302.5
07/04/2021,EE,LV,3764.1
07/04/2021,LT,LV,0.0
07/04/2021,LV,EE,220.5
07/04/2021,LV,LT,10171.5
07/04/2022,EE,LV,4550.65
07/04/2022,LT,LV,210.0
07/04/2022,LV,EE,11.45
07/04/2022,LV,LT,1449.0
07/04/2023,EE,LV,3000.95
07/04/2023,LT,LV,0.0
07/04/2023,LV,EE,60.05
07/04/2023,LV,LT,22277.0
07/04/2024,EE,LV,40.9
07/04/2024,LT,LV,1821.5
07/04/2024,LV,EE,2345.85
07/04/2024,LV,LT,3303.5
07/05/2021,EE,LV,4987.15
07/05/2021,LT,LV,856.5
07/05/2021,LV,EE,5.95
07/05/2021,LV,LT,3145.5
07/05/2022,EE,LV,12060.6
07/05/2022,LT,LV,0.0
07/05/2022,LV,EE,0.0
07/05/2022,LV,LT,14242.0
07/05/2023,EE,LV,7022.75
07/05/2023,LT,LV,0.0
07/05/2023,LV,EE,0.0
07/05/2023,LV,LT,6034.0
07/05/2024,EE,LV,2264.7000000000003
07/05/2024,LT,LV,91.0
07/05/2024,LV,EE,224.05
07/05/2024,LV,LT,6930.5
07/06/2021,EE,LV,7322.5
07/06/2021,LT,LV,1884.5
07/06/2021,LV,EE,0.0
07/06/2021,LV,LT,2797.0
07/06/2022,EE,LV,15454.8
07/06/2022,LT,LV,0.0
07/06/2022,LV,EE,0.0
07/06/2022,LV,LT,10713.5
07/06/2023,EE,LV,2869.5
07/06/2023,LT,LV,6894.0
07/06/2023,LV,EE,1.25
07/06/2023,LV,LT,295.0
07/06/2024,EE,LV,2436.75
07/06/2024,LT,LV,6436.5
07/06/2024,LV,EE,72.3
07/06/2024,LV,LT,0.0
07/07/2021,EE,LV,7240.65
07/07/2021,LT,LV,4199.5
07/07/2021,LV,EE,91.5
07/07/2021,LV,LT,1587.0
07/07/2022,EE,LV,15515.4
07/07/2022,LT,LV,0.0
07/07/2022,LV,EE,0.0
07/07/2022,LV,LT,9978.0
07/07/2023,EE,LV,13393.45
07/07/2023,LT,LV,0.0
07/07/2023,LV,EE,0.0
07/07/2023,LV,LT,4427.0
07/07/2024,EE,LV,5011.65
07/07/2024,LT,LV,3007.5
07/07/2024,LV,EE,0.0
07/07/2024,LV,LT,40.0
07/08/2021,EE,LV,14207.05
07/08/2021,LT,LV,353.0
07/08/2021,LV,EE,0.0
07/08/2021,LV,LT,3497.5
07/08/2022,EE,LV,14043.8
07/08/2022,LT,LV,0.0
07/08/2022,LV,EE,0.0
07/08/2022,LV,LT,7375.0
07/08/2023,EE,LV,11423.35
07/08/2023,LT,LV,251.5
07/08/2023,LV,EE,0.0
07/08/2023,LV,LT,1533.0
07/08/2024,EE,LV,5350.0
07/08/2024,LT,LV,661.0
07/08/2024,LV,EE,0.0
07/08/2024,LV,LT,1086.0
07/09/2021,EE,LV,17211.65
07/09/2021,LT,LV,0.0
07/09/2021,LV,EE,0.0
07/09/2021,LV,LT,7917.0
07/09/2022,EE,LV,16290.45
07/09/2022,LT,LV,0.0
07/09/2022,LV,EE,0.0
07/09/2022,LV,LT,11361.0
07/09/2023,EE,LV,10234.75
07/09/2023,LT,LV,0.0
07/09/2023,LV,EE,0.0
07/09/2023,LV,LT,6891.0
07/09/2024,EE,LV,7729.3
07/09/2024,LT,LV,739.5
07/09/2024,LV,EE,0.0
07/09/2024,LV,LT,3130.0
07/10/2021,EE,LV,15131.05
07/10/2021,LT,LV,0.0
07/10/2021,LV,EE,0.0
07/10/2021,LV,LT,10603.0
07/10/2022,EE,LV,15613.05
07/10/2022,LT,LV,0.0
07/10/2022,LV,EE,0.0
07/10/2022,LV,LT,9655.5
07/10/2023,EE,LV,7343.65
07/10/2023,LT,LV,3418.5
07/10/2023,LV,EE,0.0
07/10/2023,LV,LT,68.5
07/10/2024,EE,LV,4162.65
07/10/2024,LT,LV,2291.0
07/10/2024,LV,EE,58.9
07/10/2024,LV,LT,2386.5
07/11/2021,EE,LV,2257.25
07/11/2021,LT,LV,8127.0
07/11/2021,LV,EE,299.7
07/11/2021,LV,LT,171.0
07/11/2022,EE,LV,10640.8
07/11/2022,LT,LV,1892.0
07/11/2022,LV,EE,0.0
07/11/2022,LV,LT,5087.5
07/11/2023,EE,LV,9314.6
07/11/2023,LT,LV,105.0
07/11/2023,LV,EE,0.0
07/11/2023,LV,LT,1770.0
07/11/2024,EE,LV,8960.85
07/11/2024,LT,LV,1113.5
07/11/2024,LV,EE,0.0
07/11/2024,LV,LT,1494.0
07/12/2021,EE,LV,0.0
07/12/2021,LT,LV,5209.5
07/12/2021,LV,EE,4506.45
07/12/2021,LV,LT,18.5
07/12/2022,EE,LV,4094.95
07/12/2022,LT,LV,370.0
07/12/2022,LV,EE,78.6
07/12/2022,LV,LT,3623.0
07/12/2023,EE,LV,5140.55
07/12/2023,LT,LV,1096.5
07/12/2023,LV,EE,0.0
07/12/2023,LV,LT,2726.0
07/12/2024,EE,LV,10585.45
07/12/2024,LT,LV,0.0
07/12/2024,LV,EE,0.0
07/12/2024,LV,LT,4977.55
08/01/2021,EE,LV,3155.65
08/01/2021,LT,LV,0.0
08/01/2021,LV,EE,0.0
08/01/2021,LV,LT,8908.5
08/01/2022,EE,LV,2391.85
08/01/2022,LT,LV,4170.5
08/01/2022,LV,EE,249.05
08/01/2022,LV,LT,3288.5
08/01/2023,EE,LV,5320.25
08/01/2023,LT,LV,0.0
08/01/2023,LV,EE,0.0
08/01/2023,LV,LT,19721.0
08/01/2024,EE,LV,1233.45
08/01/2024,LT,LV,1288.5
08/01/2024,LV,EE,742.5
08/01/2024,LV,LT,2293.5
08/02/2021,EE,LV,1619.3
08/02/2021,LT,LV,1148.5
08/02/2021,LV,EE,1192.75
08/02/2021,LV,LT,1960.0
08/02/2022,EE,LV,3560.55
08/02/2022,LT,LV,9541.5
08/02/2022,LV,EE,0.0
08/02/2022,LV,LT,0.0
08/02/2023,EE,LV,5225.45
08/02/2023,LT,LV,0.0
08/02/2023,LV,EE,0.0
08/02/2023,LV,LT,12412.5
08/02/2024,EE,LV,0.0
08/02/2024,LT,LV,6733.0
08/02/2024,LV,EE,12472.0
08/02/2024,LV,LT,568.5
08/03/2021,EE,LV,1563.4
08/03/2021,LT,LV,0.0
08/03/2021,LV,EE,514.5
08/03/2021,LV,LT,10710.0
08/03/2022,EE,LV,13723.2
08/03/2022,LT,LV,0.0
08/03/2022,LV,EE,0.0
08/03/2022,LV,LT,11597.0
08/03/2023,EE,LV,2187.0
08/03/2023,LT,LV,0.0
08/03/2023,LV,EE,530.5
08/03/2023,LV,LT,12604.0
08/03/2024,EE,LV,0.0
08/03/2024,LT,LV,1750.0
08/03/2024,LV,EE,12548.75
08/03/2024,LV,LT,3041.0
08/04/2021,EE,LV,3066.9
08/04/2021,LT,LV,0.0
08/04/2021,LV,EE,316.05
08/04/2021,LV,LT,12677.5
08/04/2022,EE,LV,6181.8
08/04/2022,LT,LV,0.0
08/04/2022,LV,EE,0.0
08/04/2022,LV,LT,6013.5
08/04/2023,EE,LV,725.8
08/04/2023,LT,LV,0.0
08/04/2023,LV,EE,344.2
08/04/2023,LV,LT,20709.0
08/04/2024,EE,LV,65.55
08/04/2024,LT,LV,0.0
08/04/2024,LV,EE,2064.05
08/04/2024,LV,LT,6665.5
08/05/2021,EE,LV,4924.25
08/05/2021,LT,LV,22.0
08/05/2021,LV,EE,0.0
08/05/2021,LV,LT,5701.5
08/05/2022,EE,LV,10409.55
08/05/2022,LT,LV,0.0
08/05/2022,LV,EE,0.0
08/05/2022,LV,LT,12047.5
08/05/2023,EE,LV,10833.0
08/05/2023,LT,LV,0.0
08/05/2023,LV,EE,0.0
08/05/2023,LV,LT,6886.0
08/05/2024,EE,LV,697.2
08/05/2024,LT,LV,2461.0
08/05/2024,LV,EE,2757.05
08/05/2024,LV,LT,1074.0
08/06/2021,EE,LV,6374.85
08/06/2021,LT,LV,1227.5
08/06/2021,LV,EE,0.0
08/06/2021,LV,LT,1342.5
08/06/2022,EE,LV,14185.9
08/06/2022,LT,LV,0.0
08/06/2022,LV,EE,0.0
08/06/2022,LV,LT,8526.5
08/06/2023,EE,LV,2962.85
08/06/2023,LT,LV,9160.0
08/06/2023,LV,EE,0.0
08/06/2023,LV,LT,0.0
08/06/2024,EE,LV,601.45
08/06/2024,LT,LV,7065.0
08/06/2024,LV,EE,986.5
08/06/2024,LV,LT,431.0
08/07/2021,EE,LV,9189.2
08/07/2021,LT,LV,0.0
08/07/2021,LV,EE,0.0
08/07/2021,LV,LT,7120.0
08/07/2022,EE,LV,16285.1
08/07/2022,LT,LV,0.0
08/07/2022,LV,EE,0.0
08/07/2022,LV,LT,9624.5
08/07/2023,EE,LV,14882.65
08/07/2023,LT,LV,0.0
08/07/2023,LV,EE,0.0
08/07/2023,LV,LT,7766.5
08/07/2024,EE,LV,3914.7
08/07/2024,LT,LV,529.5
08/07/2024,LV,EE,0.0
08/07/2024,LV,LT,3584.0
08/08/2021,EE,LV,8580.8
08/08/2021,LT,LV,3868.0
08/08/2021,LV,EE,0.0
08/08/2021,LV,LT,338.5
08/08/2022,EE,LV,10742.1
08/08/2022,LT,LV,1558.0
08/08/2022,LV,EE,0.0
08/08/2022,LV,LT,2498.0
08/08/2023,EE,LV,11795.65
08/08/2023,LT,LV,353.0
08/08/2023,LV,EE,0.0
08/08/2023,LV,LT,3331.0
08/08/2024,EE,LV,4499.65
08/08/2024,LT,LV,1390.0
08/08/2024,LV,EE,0.0
08/08/2024,LV,LT,211.0
08/09/2021,EE,LV,14212.2
08/09/2021,LT,LV,421.0
08/09/2021,LV,EE,0.0
08/09/2021,LV,LT,3776.5
08/09/2022,EE,LV,15454.9
08/09/2022,LT,LV,0.0
08/09/2022,LV,EE,0.0
08/09/2022,LV,LT,10095.0
08/09/2023,EE,LV,8870.2
08/09/2023,LT,LV,0.0
08/09/2023,LV,EE,0.0
08/09/2023,LV,LT,3474.5
08/09/2024,EE,LV,4488.7
08/09/2024,LT,LV,1842.5
08/09/2024,LV,EE,110.0
08/09/2024,LV,LT,418.5
08/10/2021,EE,LV,13953.95
08/10/2021,LT,LV,0.0
08/10/2021,LV,EE,0.0
08/10/2021,LV,LT,9670.0
08/10/2022,EE,LV,14817.6
08/10/2022,LT,LV,0.0
08/10/2022,LV,EE,0.0
08/10/2022,LV,LT,9306.5
08/10/2023,EE,LV,8925.75
08/10/2023,LT,LV,1106.5
08/10/2023,LV,EE,0.0
08/10/2023,LV,LT,125.5
08/10/2024,EE,LV,7067.95
08/10/2024,LT,LV,1709.0
08/10/2024,LV,EE,0.0
08/10/2024,LV,LT,1761.5
08/11/2021,EE,LV,4077.5
08/11/2021,LT,LV,3401.5
08/11/2021,LV,EE,74.95
08/11/2021,LV,LT,1445.5
08/11/2022,EE,LV,11855.65
08/11/2022,LT,LV,0.0
08/11/2022,LV,EE,0.0
08/11/2022,LV,LT,9258.5
08/11/2023,EE,LV,12165.25
08/11/2023,LT,LV,0.0
08/11/2023,LV,EE,0.0
08/11/2023,LV,LT,6292.0
08/11/2024,EE,LV,8383.1
08/11/2024,LT,LV,1362.0
08/11/2024,LV,EE,0.0
08/11/2024,LV,LT,1512.5
08/12/2021,EE,LV,0.0
08/12/2021,LT,LV,9020.0
08/12/2021,LV,EE,5510.05
08/12/2021,LV,LT,0.0
08/12/2022,EE,LV,8838.0
08/12/2022,LT,LV,0.0
08/12/2022,LV,EE,0.0
08/12/2022,LV,LT,10948.5
08/12/2023,EE,LV,5095.5
08/12/2023,LT,LV,691.0
08/12/2023,LV,EE,0.0
08/12/2023,LV,LT,1904.5
08/12/2024,EE,LV,7859.55
08/12/2024,LT,LV,110.51
08/12/2024,LV,EE,0.0
08/12/2024,LV,LT,5238.8
09/01/2021,EE,LV,3561.15
09/01/2021,LT,LV,0.0
09/01/2021,LV,EE,274.9
09/01/2021,LV,LT,7876.0
09/01/2022,EE,LV,1991.5
09/01/2022,LT,LV,3382.5
09/01/2022,LV,EE,2.15
09/01/2022,LV,LT,948.5
09/01/2023,EE,LV,8462.75
09/01/2023,LT,LV,0.0
09/01/2023,LV,EE,0.0
09/01/2023,LV,LT,13240.0
09/01/2024,EE,LV,5680.7
09/01/2024,LT,LV,0.0
09/01/2024,LV,EE,0.0
09/01/2024,LV,LT,7838.5
09/02/2021,EE,LV,1512.55
09/02/2021,LT,LV,1655.5
09/02/2021,LV,EE,2497.1
09/02/2021,LV,LT,2172.5
09/02/2022,EE,LV,6307.85
09/02/2022,LT,LV,6198.5
09/02/2022,LV,EE,0.0
09/02/2022,LV,LT,0.0
09/02/2023,EE,LV,5085.0
09/02/2023,LT,LV,0.0
09/02/2023,LV,EE,0.0
09/02/2023,LV,LT,7919.0
09/02/2024,EE,LV,0.0
09/02/2024,LT,LV,9025.5
09/02/2024,LV,EE,15819.75
09/02/2024,LV,LT,0.0
09/03/2021,EE,LV,1912.55
09/03/2021,LT,LV,12.5
09/03/2021,LV,EE,131.7
09/03/2021,LV,LT,5956.0
09/03/2022,EE,LV,14778.65
09/03/2022,LT,LV,0.0
09/03/2022,LV,EE,0.0
09/03/2022,LV,LT,8612.0
09/03/2023,EE,LV,4302.65
09/03/2023,LT,LV,40.5
09/03/2023,LV,EE,554.5
09/03/2023,LV,LT,11024.5
09/03/2024,EE,LV,0.0
09/03/2024,LT,LV,165.0
09/03/2024,LV,EE,12497.7
09/03/2024,LV,LT,3667.0
09/04/2021,EE,LV,1959.85
09/04/2021,LT,LV,0.0
