MTU,Out Area,In Area,Physical Flow (MW)
09/04/2021,LV,EE,362.4
09/04/2021,LV,LT,7568.0
09/04/2022,EE,LV,5321.95
09/04/2022,LT,LV,0.0
09/04/2022,LV,EE,0.0
09/04/2022,LV,LT,5218.0
09/04/2023,EE,LV,1018.75
09/04/2023,LT,LV,0.0
09/04/2023,LV,EE,321.25
09/04/2023,LV,LT,21643.5
09/04/2024,EE,LV,0.0
09/04/2024,LT,LV,1110.0
09/04/2024,LV,EE,7328.150000000001
09/04/2024,LV,LT,3316.0
09/05/2021,EE,LV,1646.1
09/05/2021,LT,LV,228.0
09/05/2021,LV,EE,109.25
09/05/2021,LV,LT,3478.0
09/05/2022,EE,LV,8008.95
09/05/2022,LT,LV,67.0
09/05/2022,LV,EE,0.0
09/05/2022,LV,LT,7375.5
09/05/2023,EE,LV,11248.6
09/05/2023,LT,LV,0.0
09/05/2023,LV,EE,0.0
09/05/2023,LV,LT,7111.0
09/05/2024,EE,LV,1122.8
09/05/2024,LT,LV,1124.5
09/05/2024,LV,EE,645.6
09/05/2024,LV,LT,366.5
09/06/2021,EE,LV,6515.4
09/06/2021,LT,LV,1289.5
09/06/2021,LV,EE,0.0
09/06/2021,LV,LT,1730.5
09/06/2022,EE,LV,14035.55
09/06/2022,LT,LV,0.0
09/06/2022,LV,EE,0.0
09/06/2022,LV,LT,5730.0
09/06/2023,EE,LV,2465.0
09/06/2023,LT,LV,10578.0
09/06/2023,LV,EE,420.55
09/06/2023,LV,LT,0.0
09/06/2024,EE,LV,1415.2
09/06/2024,LT,LV,8415.5
09/06/2024,LV,EE,588.5
09/06/2024,LV,LT,0.0
09/07/2021,EE,LV,6252.4
09/07/2021,LT,LV,72.5
09/07/2021,LV,EE,0.0
09/07/2021,LV,LT,4029.5
09/07/2022,EE,LV,11690.2
09/07/2022,LT,LV,855.5
09/07/2022,LV,EE,0.0
09/07/2022,LV,LT,4219.5
09/07/2023,EE,LV,14372.05
09/07/2023,LT,LV,0.0
09/07/2023,LV,EE,0.0
09/07/2023,LV,LT,7618.5
09/07/2024,EE,LV,5548.8
09/07/2024,LT,LV,856.0
09/07/2024,LV,EE,0.0
09/07/2024,LV,LT,2870.0
09/08/2021,EE,LV,8836.9
09/08/2021,LT,LV,3263.5
09/08/2021,LV,EE,0.0
09/08/2021,LV,LT,1160.5
09/08/2022,EE,LV,13873.95
09/08/2022,LT,LV,0.0
09/08/2022,LV,EE,0.0
09/08/2022,LV,LT,4122.0
09/08/2023,EE,LV,12078.0
09/08/2023,LT,LV,0.0
09/08/2023,LV,EE,0.0
09/08/2023,LV,LT,6128.5
09/08/2024,EE,LV,6676.2
09/08/2024,LT,LV,1615.5
09/08/2024,LV,EE,0.0
09/08/2024,LV,LT,256.5
09/09/2021,EE,LV,14662.65
09/09/2021,LT,LV,0.0
09/09/2021,LV,EE,0.0
09/09/2021,LV,LT,6239.0
09/09/2022,EE,LV,17046.9
09/09/2022,LT,LV,0.0
09/09/2022,LV,EE,0.0
09/09/2022,LV,LT,9614.0
09/09/2023,EE,LV,10500.65
09/09/2023,LT,LV,0.0
09/09/2023,LV,EE,0.0
09/09/2023,LV,LT,6535.0
09/09/2024,EE,LV,5026.2
09/09/2024,LT,LV,2606.0
09/09/2024,LV,EE,118.7
09/09/2024,LV,LT,112.0
09/10/2021,EE,LV,9879.05
09/10/2021,LT,LV,770.0
09/10/2021,LV,EE,0.0
09/10/2021,LV,LT,3777.0
09/10/2022,EE,LV,13801.65
09/10/2022,LT,LV,0.0
09/10/2022,LV,EE,0.0
09/10/2022,LV,LT,7189.5
09/10/2023,EE,LV,8279.45
09/10/2023,LT,LV,2070.5
09/10/2023,LV,EE,0.0
09/10/2023,LV,LT,995.5
09/10/2024,EE,LV,9797.8
09/10/2024,LT,LV,2723.0
09/10/2024,LV,EE,0.0
09/10/2024,LV,LT,990.0
09/11/2021,EE,LV,4464.85
09/11/2021,LT,LV,4636.0
09/11/2021,LV,EE,0.0
09/11/2021,LV,LT,254.5
09/11/2022,EE,LV,12988.0
09/11/2022,LT,LV,0.0
09/11/2022,LV,EE,0.0
09/11/2022,LV,LT,8470.5
09/11/2023,EE,LV,8458.1
09/11/2023,LT,LV,126.5
09/11/2023,LV,EE,0.0
09/11/2023,LV,LT,4254.0
09/11/2024,EE,LV,9005.1
09/11/2024,LT,LV,142.0
09/11/2024,LV,EE,0.0
09/11/2024,LV,LT,3367.5
09/12/2021,EE,LV,1132.55
09/12/2021,LT,LV,2284.5
09/12/2021,LV,EE,1243.7
09/12/2021,LV,LT,5328.5
09/12/2022,EE,LV,6959.1
09/12/2022,LT,LV,0.0
09/12/2022,LV,EE,0.0
09/12/2022,LV,LT,8779.5
09/12/2023,EE,LV,5622.15
09/12/2023,LT,LV,0.0
09/12/2023,LV,EE,0.0
09/12/2023,LV,LT,6060.5
09/12/2024,EE,LV,4943.15
09/12/2024,LT,LV,2130.04
09/12/2024,LV,EE,1010.15
09/12/2024,LV,LT,985.91
10/01/2021,EE,LV,6757.2
10/01/2021,LT,LV,15.0
10/01/2021,LV,EE,0.0
10/01/2021,LV,LT,5777.0
10/01/2022,EE,LV,3.55
10/01/2022,LT,LV,2194.5
10/01/2022,LV,EE,6139.6
10/01/2022,LV,LT,4018.0
10/01/2023,EE,LV,7830.6
10/01/2023,LT,LV,0.0
10/01/2023,LV,EE,0.0
10/01/2023,LV,LT,17097.0
10/01/2024,EE,LV,7093.1
10/01/2024,LT,LV,39.5
10/01/2024,LV,EE,0.0
10/01/2024,LV,LT,5691.0
10/02/2021,EE,LV,2265.6
10/02/2021,LT,LV,1242.0
10/02/2021,LV,EE,1443.25
10/02/2021,LV,LT,3332.5
10/02/2022,EE,LV,8009.8
10/02/2022,LT,LV,2161.0
10/02/2022,LV,EE,0.0
10/02/2022,LV,LT,0.0
10/02/2023,EE,LV,4053.15
10/02/2023,LT,LV,5.0
10/02/2023,LV,EE,0.0
10/02/2023,LV,LT,4004.0
10/02/2024,EE,LV,0.0
10/02/2024,LT,LV,10068.0
10/02/2024,LV,EE,13689.5
10/02/2024,LV,LT,0.0
10/03/2021,EE,LV,1500.1999999999998
10/03/2021,LT,LV,513.0
10/03/2021,LV,EE,2620.9500000000003
10/03/2021,LV,LT,4965.0
10/03/2022,EE,LV,15973.65
10/03/2022,LT,LV,0.0
10/03/2022,LV,EE,0.0
10/03/2022,LV,LT,8832.0
10/03/2023,EE,LV,6029.55
10/03/2023,LT,LV,0.0
10/03/2023,LV,EE,0.0
10/03/2023,LV,LT,13102.5
10/03/2024,EE,LV,0.0
10/03/2024,LT,LV,3984.0
10/03/2024,LV,EE,10837.5
10/03/2024,LV,LT,936.0
10/04/2021,EE,LV,6482.55
10/04/2021,LT,LV,0.0
10/04/2021,LV,EE,0.0
10/04/2021,LV,LT,13759.0
10/04/2022,EE,LV,4227.2
10/04/2022,LT,LV,0.0
10/04/2022,LV,EE,0.0
10/04/2022,LV,LT,5673.5
10/04/2023,EE,LV,570.25
10/04/2023,LT,LV,0.0
10/04/2023,LV,EE,3044.35
10/04/2023,LV,LT,15989.0
10/04/2024,EE,LV,111.2
10/04/2024,LT,LV,270.0
10/04/2024,LV,EE,2267.5
10/04/2024,LV,LT,4208.5
10/05/2021,EE,LV,1609.65
10/05/2021,LT,LV,1015.5
10/05/2021,LV,EE,201.75
10/05/2021,LV,LT,3127.0
10/05/2022,EE,LV,12339.65
10/05/2022,LT,LV,0.0
10/05/2022,LV,EE,0.0
10/05/2022,LV,LT,8249.0
10/05/2023,EE,LV,13191.2
10/05/2023,LT,LV,0.0
10/05/2023,LV,EE,0.0
10/05/2023,LV,LT,8588.0
10/05/2024,EE,LV,1144.75
10/05/2024,LT,LV,2045.0
10/05/2024,LV,EE,116.8
10/05/2024,LV,LT,2050.0
10/06/2021,EE,LV,5034.25
10/06/2021,LT,LV,0.0
10/06/2021,LV,EE,0.0
10/06/2021,LV,LT,5228.5
10/06/2022,EE,LV,15261.5
10/06/2022,LT,LV,0.0
10/06/2022,LV,EE,0.0
10/06/2022,LV,LT,8688.5
10/06/2023,EE,LV,2123.15
10/06/2023,LT,LV,8291.0
10/06/2023,LV,EE,244.15
10/06/2023,LV,LT,0.0
10/06/2024,EE,LV,4106.6
10/06/2024,LT,LV,4368.0
10/06/2024,LV,EE,0.0
10/06/2024,LV,LT,0.0
10/07/2021,EE,LV,9782.65
10/07/2021,LT,LV,2181.0
10/07/2021,LV,EE,0.0
10/07/2021,LV,LT,2433.0
10/07/2022,EE,LV,8833.75
10/07/2022,LT,LV,1739.5
10/07/2022,LV,EE,0.0
10/07/2022,LV,LT,3060.0
10/07/2023,EE,LV,14480.55
10/07/2023,LT,LV,0.0
10/07/2023,LV,EE,0.0
10/07/2023,LV,LT,6246.0
10/07/2024,EE,LV,6083.4
10/07/2024,LT,LV,2544.5
10/07/2024,LV,EE,0.0
10/07/2024,LV,LT,259.5
10/08/2021,EE,LV,13977.15
10/08/2021,LT,LV,2253.0
10/08/2021,LV,EE,0.0
10/08/2021,LV,LT,2615.0
10/08/2022,EE,LV,15380.0
10/08/2022,LT,LV,0.0
10/08/2022,LV,EE,0.0
10/08/2022,LV,LT,5422.0
10/08/2023,EE,LV,7995.15
10/08/2023,LT,LV,1387.5
10/08/2023,LV,EE,0.0
10/08/2023,LV,LT,1687.0
10/08/2024,EE,LV,4966.05
10/08/2024,LT,LV,3537.5
10/08/2024,LV,EE,0.0
10/08/2024,LV,LT,28.0
10/09/2021,EE,LV,15139.75
10/09/2021,LT,LV,0.0
10/09/2021,LV,EE,0.0
10/09/2021,LV,LT,9527.5
10/09/2022,EE,LV,16887.9
10/09/2022,LT,LV,0.0
10/09/2022,LV,EE,0.0
10/09/2022,LV,LT,11005.0
10/09/2023,EE,LV,10856.9
10/09/2023,LT,LV,0.0
10/09/2023,LV,EE,0.0
10/09/2023,LV,LT,6816.0
10/09/2024,EE,LV,10548.9
10/09/2024,LT,LV,18.5
10/09/2024,LV,EE,0.0
10/09/2024,LV,LT,3606.0
10/10/2021,EE,LV,10712.1
10/10/2021,LT,LV,50.0
10/10/2021,LV,EE,0.0
10/10/2021,LV,LT,4130.5
10/10/2022,EE,LV,14878.25
10/10/2022,LT,LV,0.0
10/10/2022,LV,EE,0.0
10/10/2022,LV,LT,7052.5
10/10/2023,EE,LV,9613.45
10/10/2023,LT,LV,544.5
10/10/2023,LV,EE,0.0
10/10/2023,LV,LT,1914.5
10/10/2024,EE,LV,7497.75
10/10/2024,LT,LV,4900.0
10/10/2024,LV,EE,0.0
10/10/2024,LV,LT,433.5
10/11/2021,EE,LV,3443.35
10/11/2021,LT,LV,2015.5
10/11/2021,LV,EE,0.0
10/11/2021,LV,LT,1740.5
10/11/2022,EE,LV,12175.55
10/11/2022,LT,LV,0.0
10/11/2022,LV,EE,0.0
10/11/2022,LV,LT,11852.5
10/11/2023,EE,LV,10043.4
10/11/2023,LT,LV,0.0
10/11/2023,LV,EE,0.0
10/11/2023,LV,LT,7487.5
10/11/2024,EE,LV,7929.4
10/11/2024,LT,LV,444.5
10/11/2024,LV,EE,0.0
10/11/2024,LV,LT,1649.5
10/12/2021,EE,LV,3825.15
10/12/2021,LT,LV,105.5
10/12/2021,LV,EE,57.35
10/12/2021,LV,LT,6346.5
10/12/2022,EE,LV,11021.05
10/12/2022,LT,LV,0.0
10/12/2022,LV,EE,0.0
10/12/2022,LV,LT,14854.0
10/12/2023,EE,LV,6072.65
10/12/2023,LT,LV,310.5
10/12/2023,LV,EE,31.95
10/12/2023,LV,LT,5096.5
10/12/2024,EE,LV,11570.55
10/12/2024,LT,LV,47.5
10/12/2024,LV,EE,0.0
10/12/2024,LV,LT,8126.82
11/01/2021,EE,LV,2529.55
11/01/2021,LT,LV,664.5
11/01/2021,LV,EE,72.45
11/01/2021,LV,LT,3074.0
11/01/2022,EE,LV,1898.35
11/01/2022,LT,LV,3.5
11/01/2022,LV,EE,16.4
11/01/2022,LV,LT,5367.5
11/01/2023,EE,LV,5368.65
11/01/2023,LT,LV,0.0
11/01/2023,LV,EE,0.0
11/01/2023,LV,LT,12918.5
11/01/2024,EE,LV,4065.95
11/01/2024,LT,LV,4310.0
11/01/2024,LV,EE,2951.15
11/01/2024,LV,LT,4701.5
11/02/2021,EE,LV,1328.4
11/02/2021,LT,LV,1757.0
11/02/2021,LV,EE,2015.1
11/02/2021,LV,LT,3258.0
11/02/2022,EE,LV,6863.5
11/02/2022,LT,LV,1727.0
11/02/2022,LV,EE,0.0
11/02/2022,LV,LT,619.0
11/02/2023,EE,LV,2252.7
11/02/2023,LT,LV,0.0
11/02/2023,LV,EE,2.1
11/02/2023,LV,LT,6138.0
11/02/2024,EE,LV,0.0
11/02/2024,LT,LV,5673.0
11/02/2024,LV,EE,6387.15
11/02/2024,LV,LT,0.0
11/03/2021,EE,LV,2040.25
11/03/2021,LT,LV,252.0
11/03/2021,LV,EE,407.2
11/03/2021,LV,LT,5356.0
11/03/2022,EE,LV,12876.75
11/03/2022,LT,LV,76.0
11/03/2022,LV,EE,0.0
11/03/2022,LV,LT,4118.0
11/03/2023,EE,LV,1783.7
11/03/2023,LT,LV,1458.0
11/03/2023,LV,EE,967.4
11/03/2023,LV,LT,3128.5
11/03/2024,EE,LV,0.0
11/03/2024,LT,LV,3741.0
11/03/2024,LV,EE,13464.0
11/03/2024,LV,LT,164.0
11/04/2021,EE,LV,7160.7
11/04/2021,LT,LV,0.0
11/04/2021,LV,EE,0.0
11/04/2021,LV,LT,16406.5
11/04/2022,EE,LV,9182.2
11/04/2022,LT,LV,0.0
11/04/2022,LV,EE,0.0
11/04/2022,LV,LT,12555.5
11/04/2023,EE,LV,1818.4
11/04/2023,LT,LV,0.0
11/04/2023,LV,EE,3114.7000000000003
11/04/2023,LV,LT,15173.5
11/04/2024,EE,LV,1028.35
11/04/2024,LT,LV,58.0
11/04/2024,LV,EE,1188.45
11/04/2024,LV,LT,9388.5
11/05/2021,EE,LV,3544.05
11/05/2021,LT,LV,630.0
11/05/2021,LV,EE,108.5
11/05/2021,LV,LT,4762.5
11/05/2022,EE,LV,9966.65
11/05/2022,LT,LV,453.5
11/05/2022,LV,EE,0.0
11/05/2022,LV,LT,5408.0
11/05/2023,EE,LV,12399.85
11/05/2023,LT,LV,83.0
11/05/2023,LV,EE,0.0
11/05/2023,LV,LT,6447.0
11/05/2024,EE,LV,1968.95
11/05/2024,LT,LV,1112.5
11/05/2024,LV,EE,112.2
11/05/2024,LV,LT,5191.5
11/06/2021,EE,LV,5975.5
11/06/2021,LT,LV,0.0
11/06/2021,LV,EE,0.0
11/06/2021,LV,LT,4386.0
11/06/2022,EE,LV,15321.45
11/06/2022,LT,LV,0.0
11/06/2022,LV,EE,0.0
11/06/2022,LV,LT,11010.5
11/06/2023,EE,LV,2492.65
11/06/2023,LT,LV,7917.0
11/06/2023,LV,EE,108.6
11/06/2023,LV,LT,0.0
11/06/2024,EE,LV,2475.0
11/06/2024,LT,LV,6530.0
11/06/2024,LV,EE,502.15
11/06/2024,LV,LT,0.0
11/07/2021,EE,LV,11998.25
11/07/2021,LT,LV,1897.0
11/07/2021,LV,EE,0.0
11/07/2021,LV,LT,2203.0
11/07/2022,EE,LV,7710.05
11/07/2022,LT,LV,281.0
11/07/2022,LV,EE,0.0
11/07/2022,LV,LT,3604.0
11/07/2023,EE,LV,13294.45
11/07/2023,LT,LV,376.5
11/07/2023,LV,EE,0.0
11/07/2023,LV,LT,2888.0
11/07/2024,EE,LV,8890.95
11/07/2024,LT,LV,927.0
11/07/2024,LV,EE,0.0
11/07/2024,LV,LT,567.5
11/08/2021,EE,LV,13627.2
11/08/2021,LT,LV,991.0
11/08/2021,LV,EE,0.0
11/08/2021,LV,LT,5848.5
11/08/2022,EE,LV,14236.25
11/08/2022,LT,LV,0.0
11/08/2022,LV,EE,0.0
11/08/2022,LV,LT,4732.0
11/08/2023,EE,LV,7172.25
11/08/2023,LT,LV,820.0
11/08/2023,LV,EE,0.0
11/08/2023,LV,LT,624.5
11/08/2024,EE,LV,4071.85
11/08/2024,LT,LV,4125.5
11/08/2024,LV,EE,0.0
11/08/2024,LV,LT,12.5
11/09/2021,EE,LV,16516.4
11/09/2021,LT,LV,0.0
11/09/2021,LV,EE,0.0
11/09/2021,LV,LT,9221.5
11/09/2022,EE,LV,16335.0
11/09/2022,LT,LV,0.0
11/09/2022,LV,EE,0.0
11/09/2022,LV,LT,11388.5
11/09/2023,EE,LV,8538.9
11/09/2023,LT,LV,280.0
11/09/2023,LV,EE,0.0
11/09/2023,LV,LT,4786.5
11/09/2024,EE,LV,6815.55
11/09/2024,LT,LV,1599.5
11/09/2024,LV,EE,9.25
11/09/2024,LV,LT,2196.0
11/10/2021,EE,LV,13378.0
11/10/2021,LT,LV,0.0
11/10/2021,LV,EE,0.0
11/10/2021,LV,LT,5772.5
11/10/2022,EE,LV,15161.1
11/10/2022,LT,LV,0.0
11/10/2022,LV,EE,0.0
11/10/2022,LV,LT,10166.0
11/10/2023,EE,LV,9749.55
11/10/2023,LT,LV,2113.0
11/10/2023,LV,EE,0.0
11/10/2023,LV,LT,1872.0
11/10/2024,EE,LV,7949.9
11/10/2024,LT,LV,4245.0
11/10/2024,LV,EE,0.0
11/10/2024,LV,LT,579.0
11/11/2021,EE,LV,5557.95
11/11/2021,LT,LV,2213.5
11/11/2021,LV,EE,0.0
11/11/2021,LV,LT,1036.5
11/11/2022,EE,LV,13076.95
11/11/2022,LT,LV,0.0
11/11/2022,LV,EE,0.0
11/11/2022,LV,LT,9180.0
11/11/2023,EE,LV,10831.8
11/11/2023,LT,LV,0.0
11/11/2023,LV,EE,0.0
11/11/2023,LV,LT,10398.5
11/11/2024,EE,LV,7438.95
11/11/2024,LT,LV,2537.0
11/11/2024,LV,EE,0.0
11/11/2024,LV,LT,852.5
11/12/2021,EE,LV,5056.45
11/12/2021,LT,LV,0.0
11/12/2021,LV,EE,0.0
11/12/2021,LV,LT,9208.5
11/12/2022,EE,LV,9314.55
11/12/2022,LT,LV,0.0
11/12/2022,LV,EE,0.0
11/12/2022,LV,LT,15587.5
11/12/2023,EE,LV,1503.25
11/12/2023,LT,LV,3373.5
11/12/2023,LV,EE,436.15
11/12/2023,LV,LT,544.5
11/12/2024,EE,LV,14701.2
11/12/2024,LT,LV,0.0
11/12/2024,LV,EE,0.0
11/12/2024,LV,LT,18277.54
12/01/2021,EE,LV,5469.2
12/01/2021,LT,LV,26.5
12/01/2021,LV,EE,0.0
12/01/2021,LV,LT,7684.5
12/01/2022,EE,LV,1809.85
12/01/2022,LT,LV,838.5
12/01/2022,LV,EE,122.4
12/01/2022,LV,LT,2737.5
12/01/2023,EE,LV,6482.3
12/01/2023,LT,LV,0.0
12/01/2023,LV,EE,0.0
12/01/2023,LV,LT,13946.0
12/01/2024,EE,LV,502.25
12/01/2024,LT,LV,7620.0
12/01/2024,LV,EE,6435.4
12/01/2024,LV,LT,1140.0
12/02/2021,EE,LV,4779.7
12/02/2021,LT,LV,628.0
12/02/2021,LV,EE,622.4
12/02/2021,LV,LT,3300.5
12/02/2022,EE,LV,7850.45
12/02/2022,LT,LV,3666.5
12/02/2022,LV,EE,0.0
12/02/2022,LV,LT,0.0
12/02/2023,EE,LV,5128.15
12/02/2023,LT,LV,0.0
12/02/2023,LV,EE,0.0
12/02/2023,LV,LT,7480.5
12/02/2024,EE,LV,0.0
12/02/2024,LT,LV,2793.5
12/02/2024,LV,EE,6081.05
12/02/2024,LV,LT,171.5
12/03/2021,EE,LV,2340.15
12/03/2021,LT,LV,243.0
12/03/2021,LV,EE,420.2000000000001
12/03/2021,LV,LT,5026.0
12/03/2022,EE,LV,12908.1
12/03/2022,LT,LV,25.5
12/03/2022,LV,EE,0.0
12/03/2022,LV,LT,6524.0
12/03/2023,EE,LV,2803.3
12/03/2023,LT,LV,1048.0
12/03/2023,LV,EE,202.55
12/03/2023,LV,LT,3788.5
12/03/2024,EE,LV,0.8
12/03/2024,LT,LV,129.0
12/03/2024,LV,EE,5875.5
12/03/2024,LV,LT,5232.5
12/04/2021,EE,LV,6481.8
12/04/2021,LT,LV,0.0
12/04/2021,LV,EE,59.25
12/04/2021,LV,LT,15068.0
12/04/2022,EE,LV,9808.55
12/04/2022,LT,LV,0.0
12/04/2022,LV,EE,0.0
12/04/2022,LV,LT,12217.5
12/04/2023,EE,LV,1119.5
12/04/2023,LT,LV,0.0
12/04/2023,LV,EE,823.95
12/04/2023,LV,LT,16999.0
12/04/2024,EE,LV,86.75
12/04/2024,LT,LV,272.0
12/04/2024,LV,EE,4636.85
12/04/2024,LV,LT,4756.0
12/05/2021,EE,LV,3900.0
12/05/2021,LT,LV,172.0
12/05/2021,LV,EE,56.35
12/05/2021,LV,LT,4282.5
12/05/2022,EE,LV,4475.7
12/05/2022,LT,LV,4491.5
12/05/2022,LV,EE,757.7
12/05/2022,LV,LT,1885.0
12/05/2023,EE,LV,12789.35
12/05/2023,LT,LV,0.0
12/05/2023,LV,EE,0.0
12/05/2023,LV,LT,7254.5
12/05/2024,EE,LV,537.0
12/05/2024,LT,LV,2928.5
12/05/2024,LV,EE,1044.2
12/05/2024,LV,LT,1861.5
12/06/2021,EE,LV,10411.45
12/06/2021,LT,LV,577.0
12/06/2021,LV,EE,0.0
12/06/2021,LV,LT,6517.0
12/06/2022,EE,LV,14418.05
12/06/2022,LT,LV,0.0
12/06/2022,LV,EE,0.0
12/06/2022,LV,LT,10365.5
12/06/2023,EE,LV,3240.25
12/06/2023,LT,LV,8641.5
12/06/2023,LV,EE,0.0
12/06/2023,LV,LT,0.0
12/06/2024,EE,LV,345.2
12/06/2024,LT,LV,12850.5
12/06/2024,LV,EE,1718.45
12/06/2024,LV,LT,0.0
12/07/2021,EE,LV,10734.25
12/07/2021,LT,LV,725.5
12/07/2021,LV,EE,0.0
12/07/2021,LV,LT,2667.5
12/07/2022,EE,LV,10655.3
12/07/2022,LT,LV,1003.0
12/07/2022,LV,EE,0.0
12/07/2022,LV,LT,3462.5
12/07/2023,EE,LV,11102.05
12/07/2023,LT,LV,1109.0
12/07/2023,LV,EE,0.0
12/07/2023,LV,LT,843.0
12/07/2024,EE,LV,6682.3
12/07/2024,LT,LV,591.0
12/07/2024,LV,EE,0.0
12/07/2024,LV,LT,4938.0
12/08/2021,EE,LV,13942.8
12/08/2021,LT,LV,1294.5
12/08/2021,LV,EE,0.0
12/08/2021,LV,LT,4877.5
12/08/2022,EE,LV,13755.45
12/08/2022,LT,LV,0.0
12/08/2022,LV,EE,0.0
12/08/2022,LV,LT,4141.0
12/08/2023,EE,LV,11632.3
12/08/2023,LT,LV,0.0
12/08/2023,LV,EE,0.0
12/08/2023,LV,LT,5329.5
12/08/2024,EE,LV,2780.05
12/08/2024,LT,LV,5684.0
12/08/2024,LV,EE,0.0
12/08/2024,LV,LT,0.0
12/09/2021,EE,LV,16723.95
12/09/2021,LT,LV,0.0
12/09/2021,LV,EE,0.0
12/09/2021,LV,LT,9034.0
12/09/2022,EE,LV,15886.0
12/09/2022,LT,LV,0.0
12/09/2022,LV,EE,0.0
12/09/2022,LV,LT,9249.0
12/09/2023,EE,LV,10550.9
12/09/2023,LT,LV,0.0
12/09/2023,LV,EE,0.0
12/09/2023,LV,LT,7125.0
12/09/2024,EE,LV,5206.55
12/09/2024,LT,LV,3644.0
12/09/2024,LV,EE,1134.15
12/09/2024,LV,LT,2565.5
12/10/2021,EE,LV,10627.1
12/10/2021,LT,LV,90.5
12/10/2021,LV,EE,0.0
12/10/2021,LV,LT,5162.5
12/10/2022,EE,LV,16453.95
12/10/2022,LT,LV,0.0
12/10/2022,LV,EE,0.0
12/10/2022,LV,LT,9948.5
12/10/2023,EE,LV,8965.25
12/10/2023,LT,LV,1705.0
12/10/2023,LV,EE,0.0
12/10/2023,LV,LT,952.5
12/10/2024,EE,LV,4483.4
12/10/2024,LT,LV,5436.0
12/10/2024,LV,EE,39.1
12/10/2024,LV,LT,225.0
12/11/2021,EE,LV,2905.75
12/11/2021,LT,LV,1320.5
12/11/2021,LV,EE,0.0
12/11/2021,LV,LT,3186.5
12/11/2022,EE,LV,13848.35
12/11/2022,LT,LV,0.0
12/11/2022,LV,EE,0.0
12/11/2022,LV,LT,7500.5
12/11/2023,EE,LV,9086.1
12/11/2023,LT,LV,0.0
12/11/2023,LV,EE,0.0
12/11/2023,LV,LT,7083.0
12/11/2024,EE,LV,9306.6
12/11/2024,LT,LV,0.0
12/11/2024,LV,EE,0.0
12/11/2024,LV,LT,11192.5
12/12/2021,EE,LV,7389.3
12/12/2021,LT,LV,0.0
12/12/2021,LV,EE,0.0
12/12/2021,LV,LT,8049.5
12/12/2022,EE,LV,11788.5
12/12/2022,LT,LV,0.0
12/12/2022,LV,EE,0.0
12/12/2022,LV,LT,18774.0
12/12/2023,EE,LV,2954.0
12/12/2023,LT,LV,1742.0
12/12/2023,LV,EE,147.6
12/12/2023,LV,LT,1539.5
12/12/2024,EE,LV,15126.3
12/12/2024,LT,LV,0.0
12/12/2024,LV,EE,0.0
12/12/2024,LV,LT,15247.33
13/01/2021,EE,LV,5592.2
13/01/2021,LT,LV,115.0
13/01/2021,LV,EE,154.35
13/01/2021,LV,LT,6850.5
13/01/2022,EE,LV,3690.35
13/01/2022,LT,LV,1574.0
13/01/2022,LV,EE,0.0
13/01/2022,LV,LT,344.5
13/01/2023,EE,LV,4363.25
13/01/2023,LT,LV,0.0
13/01/2023,LV,EE,105.55
13/01/2023,LV,LT,11018.5
13/01/2024,EE,LV,2486.85
13/01/2024,LT,LV,105.5
13/01/2024,LV,EE,813.6500000000001
13/01/2024,LV,LT,11144.5
13/02/2021,EE,LV,5572.9
13/02/2021,LT,LV,0.0
13/02/2021,LV,EE,0.0
13/02/2021,LV,LT,6743.0
13/02/2022,EE,LV,7813.4
13/02/2022,LT,LV,1787.0
13/02/2022,LV,EE,0.0
13/02/2022,LV,LT,854.5
13/02/2023,EE,LV,8717.75
13/02/2023,LT,LV,0.0
13/02/2023,LV,EE,0.0
13/02/2023,LV,LT,10573.0
13/02/2024,EE,LV,0.0
13/02/2024,LT,LV,357.0
13/02/2024,LV,EE,5854.55
13/02/2024,LV,LT,1786.0
13/03/2021,EE,LV,2700.95
13/03/2021,LT,LV,0.0
13/03/2021,LV,EE,0.0
13/03/2021,LV,LT,4575.5
13/03/2022,EE,LV,12501.4
13/03/2022,LT,LV,27.5
13/03/2022,LV,EE,0.0
13/03/2022,LV,LT,7155.0
13/03/2023,EE,LV,4653.75
13/03/2023,LT,LV,1085.0
13/03/2023,LV,EE,397.9
13/03/2023,LV,LT,2905.0
13/03/2024,EE,LV,0.0
13/03/2024,LT,LV,432.5
13/03/2024,LV,EE,7471.2
13/03/2024,LV,LT,1875.5
13/04/2021,EE,LV,8168.3
13/04/2021,LT,LV,0.0
13/04/2021,LV,EE,0.0
13/04/2021,LV,LT,11581.5
13/04/2022,EE,LV,9493.2
13/04/2022,LT,LV,0.0
13/04/2022,LV,EE,0.0
13/04/2022,LV,LT,10108.0
13/04/2023,EE,LV,4674.650000000001
13/04/2023,LT,LV,0.0
13/04/2023,LV,EE,33.15
13/04/2023,LV,LT,21752.5
13/04/2024,EE,LV,0.0
13/04/2024,LT,LV,1781.0
13/04/2024,LV,EE,3347.5
13/04/2024,LV,LT,3140.0
13/05/2021,EE,LV,5153.65
13/05/2021,LT,LV,184.5
13/05/2021,LV,EE,0.0
13/05/2021,LV,LT,5280.0
13/05/2022,EE,LV,6737.0
13/05/2022,LT,LV,718.5
13/05/2022,LV,EE,0.0
13/05/2022,LV,LT,1393.0
13/05/2023,EE,LV,12653.0
13/05/2023,LT,LV,0.0
13/05/2023,LV,EE,0.0
13/05/2023,LV,LT,10477.5
